Age,Income,Credit_Score,Employment_Years,Debt_to_Income,Loan_Amount,Education,Marital_Status,Previous_Default,Default
18,22931,300,2,1.3604834237902317,16765,Other,Married,No,1
60,30778,577,1,0.917056392476925,16274,High School,Married,No,0
37,32852,614,1,0.6058739966785991,2846,Graduate,Single,No,0
31,76306,781,6,2.005285363373651,500,Bachelor,Single,No,1
36,71356,519,0,1.0275682529349424,15366,Bachelor,Married,No,1
38,61072,630,1,0.5142218133584853,2818,Graduate,Single,No,0
63,65264,768,0,0.6096673187853493,20344,Bachelor,Single,No,1
46,62604,591,2,1.0602777879623182,6168,Graduate,Married,No,1
68,77752,495,2,1.4244491888319175,21390,Graduate,Married,No,1
50,26387,760,6,0.13493481002630314,778,Bachelor,Single,No,1
18,63163,647,3,1.369182305849328,2629,High School,Married,No,1
54,21880,733,0,1.55468736133923,21165,Bachelor,Married,No,1
25,21999,354,1,1.1176568060753274,15550,Graduate,Married,No,1
18,53041,345,1,0.7572440727201829,16424,High School,Married,No,1
48,40405,784,4,1.2553257723577083,5098,Bachelor,Married,Yes,1
36,51197,509,3,2.2219298405542016,6229,Bachelor,Single,No,1
47,95766,633,2,0.979617212934764,2000,Graduate,Single,No,0
45,32129,601,2,1.230065657383614,4043,High School,Married,Yes,1
37,43127,314,1,2.4997016379337835,15897,Graduate,Married,No,1
18,68622,553,4,0.024466695386635928,10371,Graduate,Married,Yes,0
34,22414,722,0,0.8794906304828324,11214,High School,Married,No,0
40,51300,600,1,1.955917467281306,8427,High School,Married,No,1
58,26920,499,1,0.40049525468513236,18848,Other,Married,No,1
41,42359,622,1,0.6890906023703484,4453,High School,Single,No,0
32,34344,553,3,0.8556809953738503,7125,Graduate,Single,No,0
46,62155,654,4,2.366005546210385,920,Bachelor,Married,No,1
30,23228,607,2,1.0134901483685714,15631,High School,Single,No,1
41,40311,614,0,1.610454145040233,8405,Graduate,Single,No,1
35,88670,566,2,1.498418862914463,12077,Bachelor,Married,No,1
57,60477,562,2,1.4932578492611737,5338,Bachelor,Married,No,1
42,78103,628,1,1.151665474754402,2553,Bachelor,Married,Yes,1
36,10661,603,2,0.8158858687845207,4477,Bachelor,Single,No,1
18,48005,503,4,0.21862465478092952,5902,High School,Single,No,1
57,66339,660,0,1.672407526585416,5381,Bachelor,Single,No,1
62,50655,777,5,1.8894113320001904,13484,Other,Married,No,1
70,35064,321,2,0.45962849262336514,34562,High School,Single,No,1
60,53102,723,5,1.2849463544344137,6248,Bachelor,Married,No,1
60,91042,802,3,0.05842019400273235,8544,High School,Married,No,1
32,24717,473,1,0.8072695229488821,11555,Graduate,Divorced,No,1
18,28842,479,6,0.08870919307519898,7747,High School,Single,No,1
77,69081,619,1,2.1416666505758473,13679,Other,Married,No,1
54,63846,458,0,0.8150195343288366,12703,Bachelor,Married,No,1
33,82319,543,3,1.0954940584834263,10533,High School,Divorced,No,1
59,49820,601,1,2.1348222940776562,14902,High School,Divorced,No,1
42,70171,570,0,1.3815954861738873,10163,High School,Single,No,1
77,55562,591,3,1.5186925704367455,18943,Bachelor,Married,No,1
28,79033,625,0,0.3427839660504378,5024,High School,Single,No,0
49,56040,560,3,0.06323877322852911,12559,Graduate,Single,Yes,0
18,78816,510,4,0.0027927772357621006,11347,Bachelor,Single,No,1
75,45631,850,1,3.0,5639,High School,Married,No,1
51,61787,522,1,1.2276791834922254,3511,Bachelor,Married,No,1
45,54052,606,2,1.6161967001496023,7195,Graduate,Single,Yes,1
18,118139,736,7,0.689064309954077,2582,High School,Married,No,0
53,53700,704,0,1.0577589688218507,13629,High School,Single,No,1
26,87803,476,0,0.6681962051458012,16238,High School,Married,No,1
24,10099,611,0,0.41910782273488145,5738,Graduate,Single,No,0
43,33080,656,1,1.0494926283016974,2615,Bachelor,Single,No,1
64,80160,663,0,1.4083829800258922,8784,Bachelor,Married,No,1
48,8000,556,1,1.019035167133518,1336,Graduate,Single,No,1
22,22369,483,1,0.6468112359245487,8977,Graduate,Married,No,1
18,30942,335,0,0.9311787696658615,21049,Bachelor,Single,No,1
23,103784,399,0,1.3475540774414054,11126,Graduate,Married,No,1
28,58743,674,2,0.5036516048123105,1811,High School,Single,No,0
49,41606,571,0,1.2825766430524166,12053,High School,Married,No,1
39,59799,549,0,0.9048536451374593,3580,High School,Married,No,1
18,41319,435,0,0.6429787859155265,11034,High School,Single,No,1
27,100181,717,1,0.43839200344017404,4812,Bachelor,Married,No,0
23,70021,433,1,0.36144542400792545,11798,Graduate,Single,Yes,1
53,59613,534,5,0.7920898668530499,8802,High School,Married,No,1
62,37883,443,0,0.4911440437961413,30098,High School,Single,No,1
44,61681,400,11,2.0343491685564814,14980,Bachelor,Married,No,1
39,35160,639,0,0.7786876722993321,984,Graduate,Married,No,1
28,42337,461,2,0.19288784044821583,2496,High School,Divorced,Yes,1
50,49602,554,3,0.6502340364195336,3138,Bachelor,Married,No,0
33,84503,483,0,2.1479334594687614,7466,High School,Married,No,1
68,72607,512,3,0.5479698187298504,23335,High School,Married,Yes,1
39,25403,689,0,1.3251883954949095,31153,Other,Divorced,No,1
18,42094,571,0,0.07331866715101443,998,Other,Married,No,0
42,40454,663,2,1.116198800244533,13149,High School,Single,No,1
52,67703,546,0,1.3069004560410291,1249,Other,Married,No,1
18,58913,685,4,1.2295251975313015,10634,Bachelor,Married,Yes,1
18,25399,300,0,0.8664848854985658,31341,Graduate,Married,No,1
18,49031,403,1,2.9647797818182835,22779,Bachelor,Married,Yes,1
39,16107,523,0,1.1869394571474843,9098,Bachelor,Single,Yes,1
28,44072,544,2,0.1818889918002009,13528,Bachelor,Married,No,1
42,47189,563,1,0.7721491013582513,4593,Bachelor,Single,No,0
53,70701,827,1,2.129756127037555,14937,High School,Single,No,1
53,44785,662,0,2.343724544091397,13065,High School,Single,No,1
60,59528,618,4,0.6966295514201242,17739,High School,Married,No,0
67,64025,556,2,0.8535605490387482,21457,Graduate,Single,No,0
65,25563,797,3,1.9262480370275563,7240,High School,Single,No,1
62,48996,642,3,1.585090721823617,7218,Bachelor,Married,Yes,1
37,36501,601,1,0.2357609689097303,764,Other,Single,No,0
53,37872,504,0,2.8810376217619904,16651,High School,Single,No,1
60,52590,405,1,0.3496765776171682,25136,Bachelor,Single,No,1
62,59495,528,3,0.8599152887482039,15824,Bachelor,Single,No,1
60,53839,595,3,1.5958683649081415,4484,Graduate,Married,No,1
40,115031,670,3,1.5373725930322242,1845,High School,Single,No,1
38,44244,576,0,1.349385044435047,10552,Bachelor,Divorced,No,1
58,62033,778,0,1.905542687519036,4654,Graduate,Married,No,1
51,47184,601,0,0.9177568067778558,694,Graduate,Single,No,0
28,13064,564,1,0.7513995233574025,9941,Bachelor,Single,No,0
50,100151,460,2,0.6858487320458208,6782,Bachelor,Married,Yes,1
58,68073,651,1,2.5309027666227983,15239,Bachelor,Married,No,1
56,58367,390,0,0.08708770306564506,3264,Graduate,Single,No,1
32,50222,534,2,0.7721185180614929,4910,Bachelor,Single,No,1
49,35076,389,0,0.31164529881455083,20344,High School,Married,No,1
60,54231,579,3,1.1425169524630534,11569,Graduate,Single,No,1
32,13233,537,2,1.6486096130675558,16440,Bachelor,Single,Yes,1
18,43343,371,2,0.2754311825513641,14019,Bachelor,Married,No,1
26,51548,370,2,0.9153886344281084,19798,High School,Married,No,1
31,23693,666,2,0.43878228539781106,1546,Bachelor,Single,No,0
54,45211,519,1,2.2806844689266863,15435,Bachelor,Married,No,1
45,30531,423,1,0.6054289662726641,7216,Bachelor,Single,No,1
30,41392,540,4,0.2783959064653516,4717,High School,Married,No,1
18,65193,389,1,0.6425727877121239,19895,Bachelor,Married,No,1
48,37634,617,1,1.16657882743623,39767,Other,Married,No,1
27,28866,549,1,0.4496416435975702,7092,High School,Divorced,No,1
36,48796,300,4,1.5164823945623715,23485,Other,Divorced,No,1
45,69440,536,1,0.4239445378427953,2940,Bachelor,Divorced,No,1
35,75901,614,2,0.5420708016749237,9605,Graduate,Married,Yes,0
49,26926,531,2,1.0718035753600892,4008,Graduate,Single,No,1
70,61083,816,1,1.3393682810972882,11225,Bachelor,Married,No,1
49,49528,434,0,2.1624779395892255,17883,Graduate,Married,No,1
34,32335,651,3,0.3595285266384243,3012,Graduate,Married,No,0
47,8000,843,4,1.4536538661715015,2620,Bachelor,Single,No,1
33,53471,555,0,0.06642092761909868,3172,High School,Divorced,No,0
50,44969,488,1,1.2724345587864336,2316,Bachelor,Married,No,1
59,45387,468,4,0.7021188386191661,17337,Graduate,Divorced,No,1
44,66738,621,1,0.715021460477856,5806,Graduate,Married,No,0
44,62456,575,2,0.31752908728235507,5714,Graduate,Single,No,0
47,77501,628,5,0.5480627116536121,1998,Bachelor,Single,No,1
60,38512,528,4,1.2633040839477172,8105,Graduate,Single,No,1
38,31792,836,0,0.5300053667970414,5162,High School,Single,No,0
18,44640,460,0,0.03645903270589734,7378,Bachelor,Married,No,1
23,33501,500,0,0.16959393259912592,9983,High School,Married,No,1
58,36104,550,2,0.7069324976659666,20495,High School,Married,No,0
69,75999,533,3,1.315294626140586,17444,Bachelor,Married,No,1
45,52192,466,3,0.9162774652538197,12395,Bachelor,Single,No,1
58,59975,541,0,0.46372700613118656,16712,Bachelor,Single,No,1
42,103740,493,2,0.6159448037090206,10782,Bachelor,Single,No,1
35,25883,479,2,1.3280389207601568,16566,Bachelor,Single,Yes,1
50,24537,591,0,3.0,6703,High School,Married,Yes,1
40,74041,694,4,0.4415810094558543,1662,Bachelor,Single,No,1
64,37830,595,1,0.9867163624148907,13448,High School,Single,Yes,0
52,87564,350,1,0.19401395192371418,14791,High School,Single,No,1
18,37472,488,6,1.1058113862840244,16609,Bachelor,Married,No,1
64,61008,532,4,1.719394268970929,10856,Bachelor,Married,No,1
30,79253,433,7,1.3243301750278198,12149,Bachelor,Married,No,1
49,49574,683,3,1.204146882179231,2262,Bachelor,Married,No,1
37,42659,548,7,0.9486446884551123,14709,Bachelor,Divorced,No,1
69,71490,508,1,0.7232868234270904,24428,Graduate,Single,Yes,1
53,30436,626,3,1.3614444036420783,931,Bachelor,Married,No,1
29,41429,485,4,0.7280350092614827,11811,Bachelor,Married,No,1
18,45019,375,2,0.23460354909200154,12174,High School,Married,Yes,1
38,63659,535,0,1.4751476379195323,8774,High School,Divorced,No,1
37,46581,522,2,0.5211995529875009,648,Bachelor,Single,No,1
26,59211,496,0,0.21772483583495472,6055,Bachelor,Married,No,1
30,52605,762,4,0.812454359356028,8570,Bachelor,Single,No,0
54,52060,827,1,1.9398092989353097,4320,Bachelor,Married,No,1
18,64943,468,4,1.4808532532608454,10023,Bachelor,Single,No,1
44,64722,597,0,0.7707443766151357,949,Graduate,Single,No,0
38,50879,577,0,0.30816636489575255,1975,Graduate,Married,No,0
18,34630,604,1,0.19487937532412136,1720,Graduate,Married,No,0
90,38666,495,0,1.1177472703106934,38943,Other,Single,No,1
75,36082,442,0,1.184326924059754,31211,High School,Married,No,1
44,94317,611,1,0.6965428928805726,2494,High School,Married,No,0
56,31911,485,4,1.3018704136280195,3281,High School,Single,Yes,1
55,50737,772,4,1.0576202582305887,7589,Bachelor,Married,No,1
18,58873,679,0,1.886616429196652,8122,Graduate,Married,No,1
36,28862,300,1,1.4305349884065104,28630,High School,Married,Yes,1
43,40294,576,7,0.7263196369680269,10448,Graduate,Single,No,1
42,35232,593,0,1.0256334308700306,10396,High School,Single,No,1
63,31315,571,0,1.2280057938069258,11567,Graduate,Married,No,1
29,35335,520,3,0.02537141328736059,3388,Bachelor,Divorced,No,1
66,60579,657,0,1.5741944439567068,11348,High School,Married,No,1
76,94120,650,0,1.3098442426453625,26243,Bachelor,Single,No,1
25,18392,366,1,1.1683659045004553,15154,High School,Married,No,1
33,10145,758,1,1.0704857756834965,9208,High School,Married,No,1
42,50659,611,3,0.6918993548287347,13416,High School,Single,Yes,0
52,72330,559,4,1.4442655518294323,8333,Graduate,Divorced,No,1
18,49520,479,4,0.060131944896601786,12893,Bachelor,Divorced,No,1
41,55102,472,2,2.159577608666676,14596,High School,Single,No,1
51,8000,603,5,2.3694970721289175,11942,Bachelor,Divorced,No,1
55,24971,332,0,0.1034813463491484,25732,Graduate,Single,No,1
57,18612,634,0,1.1448355709704954,8692,High School,Married,Yes,1
34,19076,598,3,1.2430200187158034,10671,Bachelor,Married,Yes,1
54,48477,680,2,0.02644513193577802,9639,High School,Married,No,1
21,72746,300,0,0.9224078653475695,17125,High School,Married,No,1
37,51689,652,5,1.291155606033537,6503,Bachelor,Married,No,1
35,57891,625,6,0.8435892516167376,10674,High School,Single,Yes,0
41,80611,613,3,1.5077806547104486,11471,Bachelor,Married,No,1
65,63501,728,0,2.037138810116428,1823,Graduate,Single,No,1
67,46232,577,0,1.7697686972984557,11472,High School,Single,No,1
67,45053,850,3,1.3140714897877774,11178,Bachelor,Single,No,1
56,42310,726,7,0.3189621710447814,922,High School,Married,Yes,1
55,63789,725,3,0.19648799646089388,8421,Other,Single,No,1
18,60105,344,5,0.43685325765558936,14523,Bachelor,Single,No,1
40,23711,692,6,0.6385492057832696,831,Graduate,Single,No,1
61,102077,741,3,1.4123925700192093,2850,Bachelor,Single,No,1
51,29924,462,0,1.1459348816212955,7476,High School,Married,No,1
35,36469,718,0,0.672652253422219,7346,Bachelor,Divorced,No,0
22,62034,419,3,0.003779352045745421,11616,Other,Single,No,1
36,78618,379,1,1.6671708624894008,21885,Bachelor,Divorced,No,1
21,77077,661,4,0.5472494107630854,1654,Graduate,Married,No,0
58,22050,715,4,0.38096587454532216,3472,Graduate,Married,No,1
75,18701,574,2,1.0779437475364462,25609,High School,Married,Yes,1
45,10183,835,6,1.1824125795150144,3648,High School,Married,No,1
23,48007,426,0,0.7900714936505185,16665,Bachelor,Single,No,1
18,68800,508,0,0.24669144967279866,9070,Bachelor,Married,No,1
73,59837,401,7,1.3898559358033027,22402,Graduate,Married,No,1
71,68763,850,0,1.9729289318782404,8179,Graduate,Married,Yes,1
36,55310,567,1,0.41193013755610264,4276,Bachelor,Married,No,0
88,29412,561,4,1.7860098370373148,26552,High School,Single,No,1
44,78653,626,0,1.2141127329930153,10041,Graduate,Married,No,1
30,57513,385,0,0.9325766927731605,25486,High School,Married,No,1
67,50643,436,6,1.29668736837323,22265,Graduate,Single,No,1
36,75362,374,5,2.069672105914427,17740,Bachelor,Single,No,1
35,54137,530,0,0.49266643901692075,14450,Bachelor,Married,No,1
50,23052,708,1,0.39873345999832777,17777,High School,Married,No,1
18,27309,439,1,0.8834683916477024,10132,Bachelor,Married,No,1
59,48623,425,4,0.39355109439986014,26622,Bachelor,Married,No,1
61,50104,596,2,1.502912115631917,1695,Bachelor,Married,Yes,1
69,49513,469,1,1.3290951478207866,20981,High School,Single,Yes,1
36,37463,477,2,1.0086687873236004,5298,Graduate,Single,No,1
30,78209,783,1,0.14923422968848432,9700,Graduate,Single,No,1
52,48704,513,2,0.5051067529030515,3958,High School,Single,No,1
21,45193,382,3,0.3251154290785665,17238,High School,Single,No,1
26,33965,652,0,0.8533875125180255,17395,High School,Married,No,0
35,41166,400,3,1.2130200111369647,19160,Bachelor,Married,No,1
46,34181,587,4,0.6910012345521521,3278,Bachelor,Single,No,0
39,79132,650,1,1.066407379670453,10381,Bachelor,Single,No,1
60,18059,494,7,0.3672812037279186,22014,High School,Single,No,1
73,58040,530,3,1.7258211359191848,16037,Bachelor,Married,No,1
70,52390,675,0,1.7498152504027742,13877,Bachelor,Single,No,1
61,60239,605,1,0.7230659932464691,14430,Bachelor,Single,No,0
32,51684,397,3,0.8701912974295428,10838,Other,Divorced,No,1
46,84513,468,0,0.600547574050293,7014,High School,Married,No,1
36,14593,591,3,0.9191435000307826,10520,Bachelor,Single,No,0
18,61109,324,4,0.23056931636529954,12694,Bachelor,Married,No,1
68,53329,717,0,1.75354671956386,4499,Bachelor,Single,No,1
53,30641,435,0,0.6200429097106896,16638,Graduate,Married,No,1
44,57889,463,1,1.3840803293142123,17768,Bachelor,Married,No,1
30,57992,657,2,0.4027208567580076,4890,Other,Single,No,0
75,63381,487,0,1.191204612526713,23815,High School,Married,No,1
68,8000,440,2,1.377039155473565,18549,High School,Single,No,1
23,61522,583,4,0.11200551175285978,8157,Graduate,Single,No,0
51,48184,550,4,0.8708744089847266,8150,Bachelor,Single,No,0
53,23732,600,0,0.4129417108806279,13740,High School,Married,No,0
64,52709,491,1,1.0853387402220624,17659,High School,Single,No,1
58,43391,450,1,0.20979291481947948,19630,High School,Single,No,1
69,74626,696,5,1.7499178496222778,9850,Graduate,Single,No,1
50,71432,593,0,0.8957899355658261,3598,High School,Single,No,0
45,25837,850,3,0.8313139154091748,2214,High School,Married,No,0
36,45158,573,1,1.454843199313392,9462,High School,Single,No,1
19,40595,631,2,0.7075315542328724,1932,Bachelor,Single,No,0
33,62617,598,0,0.6750191842720779,9177,High School,Married,No,0
51,61666,589,1,1.6347194787368826,6667,Bachelor,Married,No,1
55,60164,705,1,0.2025547195898918,2928,High School,Married,No,1
44,24574,680,1,0.1598220684131798,5803,Graduate,Married,No,1
66,83871,459,4,1.4840848071017465,19482,High School,Single,No,1
36,45646,335,5,1.1215458193856542,19419,Bachelor,Married,No,1
22,52045,413,0,0.5171123960158541,19814,Graduate,Married,No,1
18,75280,527,2,0.4242982916964868,10280,Bachelor,Single,No,1
50,44758,566,3,1.0197058818434055,4394,Bachelor,Divorced,No,1
59,8260,417,4,2.5387669308703034,19670,High School,Single,No,1
34,58136,562,0,0.7575579848232958,10401,High School,Divorced,No,1
36,36245,652,0,1.606016244219591,6074,Bachelor,Married,No,1
34,84556,622,2,0.25880639314421283,8036,Other,Married,No,0
48,51113,509,0,1.062074719420184,1104,Bachelor,Divorced,No,1
69,60354,596,1,1.4403560516924327,15455,Bachelor,Married,Yes,1
19,46600,604,5,1.3449409878658294,12670,Graduate,Single,No,1
40,59478,467,0,1.9466012529400722,17181,Bachelor,Married,No,1
51,92538,412,2,0.05222633465079363,20776,High School,Single,No,1
62,50339,431,3,0.516633739998118,20673,Bachelor,Single,Yes,1
37,17132,584,2,0.04063135802815132,2638,Other,Married,Yes,0
29,37636,450,3,0.7349851492657697,12195,High School,Single,No,1
42,41980,714,2,1.1966230332462349,10281,Bachelor,Single,No,1
46,63946,614,0,2.379602624091607,9354,High School,Married,No,1
22,28475,463,5,0.5127217972232929,10000,Bachelor,Married,No,1
30,49423,503,0,0.8935094830037951,7970,High School,Single,No,1
33,25292,545,2,1.0871740440859408,11877,Bachelor,Single,No,1
62,38974,522,4,0.8745528464791233,21299,Graduate,Single,No,1
86,75605,617,2,1.9367252352525557,22783,High School,Married,No,1
71,88108,614,6,1.488061597252656,18902,Bachelor,Single,No,1
45,69069,675,0,1.1586102257459174,3391,Graduate,Married,No,1
60,63294,440,7,0.7119418407689175,18246,Graduate,Single,No,1
19,84662,665,0,0.8262637594154281,4724,High School,Single,No,0
48,46343,408,4,0.25373553286941797,16138,Bachelor,Divorced,No,1
51,59535,499,5,2.097899978546157,14938,High School,Single,No,1
44,15175,442,4,0.9427804150817802,21332,Other,Married,No,1
46,34363,714,2,1.7663155013588967,14600,Graduate,Single,No,1
56,59695,754,0,0.757575747578696,8605,Bachelor,Married,No,1
30,54972,585,0,0.921219947941426,3648,Graduate,Married,No,0
23,67301,524,6,0.7848426802741104,14505,Bachelor,Single,No,1
51,56057,532,5,1.1869444225416923,2296,Bachelor,Single,No,1
68,64064,577,0,1.1925283828388806,15710,High School,Single,Yes,1
38,55123,421,1,1.664003871540289,17931,Graduate,Married,No,1
26,81154,622,0,1.0421351399650816,3185,High School,Married,No,1
43,41822,631,2,1.483098917615506,11772,Graduate,Married,No,1
73,67036,594,6,1.6455100968276886,19413,Graduate,Married,No,1
46,63980,668,0,1.7134846230079914,3410,Graduate,Single,Yes,1
40,47668,510,0,2.7408825060111672,9677,High School,Single,No,1
39,54141,498,0,0.6280291331644816,1063,High School,Single,No,1
28,59454,300,5,1.8707782336254697,17538,High School,Single,No,1
39,42953,597,1,0.6155337962572794,7309,Bachelor,Single,No,0
63,75032,590,0,1.9203203534958178,2329,High School,Married,No,1
55,68410,559,4,0.7718920089503764,11200,Graduate,Married,No,0
34,74837,564,5,0.4489953434874875,7010,Bachelor,Divorced,No,0
39,25496,635,0,1.027004422428917,500,High School,Single,Yes,1
34,69120,850,1,0.11677174871578955,7921,Bachelor,Married,No,0
52,67401,557,1,0.4197741045089409,13684,Bachelor,Married,Yes,0
59,88848,440,3,0.4642639935370363,22859,Bachelor,Married,No,1
52,43531,505,6,3.0,16652,Bachelor,Single,No,1
42,53071,520,0,0.7842070893170672,4117,Graduate,Single,Yes,1
90,36598,554,0,1.860901724150194,37067,Bachelor,Single,Yes,1
67,78795,510,2,1.2053144435822705,16415,Other,Single,No,1
43,67302,411,1,0.5456912052589407,6608,Graduate,Married,No,1
49,35111,569,5,0.8988297783770339,550,High School,Single,No,0
42,49739,498,0,0.6733814946304078,500,Graduate,Single,No,1
45,61975,780,3,1.7823098659828662,2948,High School,Married,No,1
55,65081,466,3,2.58911747325972,16036,Graduate,Married,No,1
18,35422,502,1,1.0616369426540286,1364,Bachelor,Married,No,1
72,77410,744,5,1.7238891271044174,12137,Graduate,Married,No,1
54,41353,666,1,1.9116083622146314,8254,Graduate,Single,No,1
46,57477,601,2,1.1881901779703592,3412,Graduate,Single,No,1
31,72005,576,5,0.2765644172792303,5581,Graduate,Single,No,1
21,41212,512,0,0.55044933730513,12713,High School,Married,No,1
32,61200,524,5,0.5491315478891922,7918,High School,Divorced,No,1
50,25107,721,5,0.49845168354265834,16319,Bachelor,Single,No,1
75,75416,531,2,1.1952996743093212,27182,High School,Married,No,1
29,84081,567,5,0.2519343467978552,11366,Bachelor,Single,No,0
36,49260,407,0,1.7856455241100517,18396,High School,Married,No,1
69,30675,544,2,1.9098119591362166,17295,Other,Single,No,1
77,56631,543,2,1.6034657618529815,21644,Bachelor,Single,No,1
30,44578,374,2,0.3650095862149154,21274,Graduate,Married,No,1
42,58263,737,2,1.7313386264166981,2538,High School,Married,No,1
35,32643,777,2,1.2563240674856129,19861,Graduate,Married,Yes,1
18,58790,466,2,0.9717914470161959,15458,Graduate,Single,No,1
36,16227,439,0,1.9116606579307334,17272,Bachelor,Single,No,1
79,67177,408,0,1.1214471855718156,32331,Bachelor,Single,No,1
49,46859,612,3,1.2078319864210998,6660,Graduate,Married,No,1
53,75862,810,1,1.7040092148491244,1169,High School,Divorced,No,1
19,95582,509,2,0.24528887086929352,6159,Bachelor,Married,No,1
59,80984,622,1,1.5986996466628318,8697,Bachelor,Single,Yes,1
45,89124,585,3,0.8655107945661918,5499,High School,Married,No,0
90,72822,811,1,3.0,8701,Bachelor,Married,No,1
21,19390,358,3,1.3519031311791552,15035,High School,Married,No,1
42,63536,471,2,2.061971855782068,17881,High School,Single,No,1
48,38277,838,0,1.5358292823744457,4845,High School,Married,No,1
56,22495,485,3,1.3508894266223364,10667,Other,Married,No,1
37,93689,544,1,1.0225618449336875,11272,Bachelor,Married,No,1
62,25936,332,5,0.6785837029836714,21230,Other,Married,No,1
71,45109,466,0,0.8746867765122339,26016,Bachelor,Single,No,1
53,52684,300,1,3.0,29344,High School,Married,No,1
69,8236,527,6,1.2152610711374203,18336,Bachelor,Married,No,1
68,64201,536,5,0.8602186225911794,25941,Bachelor,Single,No,1
18,51499,431,2,0.6667881183907112,12983,High School,Single,Yes,1
50,35044,783,0,1.866673151968199,500,Bachelor,Single,No,1
28,45904,527,2,0.7938782540585054,5802,High School,Married,No,1
66,93495,732,2,2.830425166551419,9129,Bachelor,Single,No,1
68,47303,756,1,2.4148259881644227,5489,Bachelor,Married,No,1
39,47530,618,0,0.8904658288204277,8099,High School,Single,No,0
34,47325,479,0,0.24634641653716582,16905,High School,Married,No,1
82,12841,405,2,1.6168465208903393,32578,Graduate,Single,No,1
64,41159,587,5,1.8406301699049197,8002,Bachelor,Single,No,1
63,58182,604,0,1.3215488907362143,10570,High School,Married,No,1
31,48846,394,0,1.969110782940652,18218,Other,Married,No,1
67,54654,591,3,0.9163296390250425,16070,High School,Single,No,0
48,30370,668,0,1.1443959893198903,3094,Bachelor,Single,No,1
20,62591,503,1,0.10101768629670049,10098,Other,Single,No,1
55,52540,821,5,1.8864753130796805,2055,High School,Married,No,1
40,56643,605,0,1.0459205606301496,3224,High School,Married,Yes,1
30,48180,478,1,0.717552091137706,13807,High School,Married,No,1
41,46294,632,3,1.714060005299856,4237,High School,Married,No,1
54,38806,373,3,0.8043157302001358,17495,High School,Married,No,1
62,74438,791,5,1.9719543668363249,1138,Bachelor,Single,No,1
18,42030,439,2,0.6331461842000876,11551,High School,Divorced,Yes,1
49,46227,598,0,0.7231693972132596,2139,Bachelor,Married,No,0
58,41911,659,5,2.496879316603601,9695,Other,Single,No,1
74,43867,476,0,1.7799459005095937,17991,Graduate,Single,No,1
49,89848,447,5,0.6085180021366345,9625,Bachelor,Single,No,1
28,38584,300,2,1.2840322648959241,27015,High School,Single,No,1
71,50972,436,0,1.0096381886203982,27054,Bachelor,Married,No,1
48,21153,467,1,1.0987164750560838,3195,Bachelor,Married,No,1
38,26938,489,0,0.17383523809129375,11490,Bachelor,Married,No,1
55,103098,519,2,1.2604600690216674,9164,High School,Married,No,1
51,24955,446,1,0.8519560952292451,5882,Graduate,Married,No,1
63,76478,682,0,1.4569287333322358,8481,Bachelor,Married,No,1
48,59566,449,4,0.025771392872169008,15826,High School,Single,No,1
18,55114,695,2,1.4948634455572645,6647,Bachelor,Single,No,1
71,48587,521,2,1.2143902090845693,17999,Bachelor,Married,No,1
31,70776,553,2,0.3555887101176496,7940,Graduate,Single,No,1
67,40880,457,2,0.871023333456832,24423,Graduate,Single,No,1
58,69230,465,2,0.3415755711106513,21155,Graduate,Married,No,1
62,84716,506,1,1.0714856919241054,18154,High School,Married,No,1
18,12995,651,5,0.548142252724967,10980,Bachelor,Single,No,1
22,46157,553,0,0.5638216185679259,6220,Bachelor,Married,No,0
41,39305,551,0,1.775457347069843,8530,High School,Married,Yes,1
30,56141,624,3,0.764085498349937,500,High School,Single,No,0
18,47584,527,2,0.648726617619316,11352,Graduate,Single,No,1
28,47521,460,6,0.9043419309999567,15369,High School,Divorced,No,1
57,27768,595,1,0.659337504032641,13993,Bachelor,Single,No,0
32,41516,391,6,1.6195635842158589,19950,High School,Single,No,1
29,63233,833,1,0.2387537581229071,9036,High School,Married,No,0
22,46620,375,0,1.2630057258750254,16380,High School,Married,No,1
61,35114,462,2,0.2862300297502899,23723,Other,Single,No,1
41,56952,427,2,1.2445927069841118,24802,Graduate,Single,No,1
39,42831,474,4,1.0803332856792007,5294,Other,Single,No,1
54,66155,429,0,0.6922138319728365,12525,Bachelor,Divorced,No,1
53,32780,731,6,2.0547501437455837,1791,High School,Single,No,1
51,42031,608,2,1.7567486738704898,18698,Bachelor,Married,No,1
37,26730,433,1,1.9245021147858825,24236,Bachelor,Divorced,No,1
42,82817,850,0,0.3025321932332682,9271,Graduate,Single,No,1
55,73008,826,4,0.6726028983547572,5262,High School,Divorced,No,1
21,30148,557,4,2.0033336023726545,12553,Bachelor,Divorced,No,1
67,39856,550,4,0.9716764934340367,24744,High School,Married,No,0
72,32348,301,1,1.1560262235349221,33551,High School,Single,No,1
51,65388,605,1,0.8128704276759962,7689,Graduate,Married,No,0
50,40690,439,7,2.750211038857804,16775,Bachelor,Married,No,1
60,41020,712,3,1.6717377906571134,4735,Bachelor,Divorced,No,1
61,57538,850,2,0.5349870866880733,22817,Bachelor,Single,No,1
52,71476,810,1,1.706872353982317,500,Bachelor,Married,No,1
27,47676,351,0,2.4722983718674945,19830,Graduate,Single,No,1
19,50499,803,1,0.3269127387286652,3201,Graduate,Single,No,0
32,63268,570,0,1.1577558170881748,8821,Other,Married,No,1
